"a_Name","City","State","Region","Profit_Status_","Year","Total_Revenue","Net_Income","Net_Patient_Revenue","Total_Operating_Expense","Operating_Income","Interest_Expense","Bad_Debt","Total_Assets","Total_Liabilities","Net_Assets_Equity","LongTerm_Liabilities","Current_Assets","Current_Liabilities","Net_Patient_Accounts_Receivable","Total_Operating_Revenue","Cash_and_Cash_Equivalents","Depreciation_and_Amortization","EBITDA_EBIDA","Audited_by"
"Mayo Clinic Health System (MN)","Rochester","MN","Midwest","Not-For-Profit","2015","10232000000","443000000","8620000000","9789000000","526000000","100000000","200000000","14293000000","6646000000","7647000000","4677000000","2255000000","1969000000","1658000000","10315000000","53000000","455000000","1081000000",""
"Mayo Clinic Health System (MN)","Rochester","MN","Midwest","Not-For-Profit","2014","10054200000","1127900000","8165000000","8926300000","834300000","96300000","204800000","14013300000","6821800000","7191500000","4918500000","2037900000","1903300000","1495200000","9760600000","54500000","437200000","1367800000",""
"Mayo Clinic Health System (MN)","Rochester","MN","Midwest","Not-For-Profit","2013","9993600000","1184900000","7902100000","8808700000","612100000","90100000","192100000","13207900000","5554400000","7653500000","3866600000","1939000000","1687800000","1414400000","9420800000","47200000","423200000","1125400000",""
"Mayo Clinic Health System (MN)","Rochester","MN","Midwest","Not-For-Profit","2012","9307900000","859400000","7307200000","8448500000","395400000","58600000","177500000","11315600000","6629300000","4686300000","5044500000","1883600000","1584800000","1327600000","8843900000","","","",""
"Mayo Clinic Health System (MN)","Rochester","MN","Midwest","Not-For-Profit","2011","8358500000","650500000","6826000000","7708000000","610200000","44900000","157600000","10128900000","5399500000","4729400000","3940200000","2041400000","1459300000","1422400000","8318200000","","","",""
"MCG Health Systems, Inc. Dba Georgia Regents Health System","Augusta","GA","South","Not-For-Profit","2017","8193017","4683873","596841487","663122890","3509144","7739087","58869000","600820701","314278422","286542279","190959936","236822124","113318486","98133133","3509144","30870871","33574898","37084042",""
"MCG Health Systems, Inc. Dba Georgia Regents Health System","Augusta","GA","South","Not-For-Profit","2016","618914451","-3438506","580342100","622352957","19316415","7485799","54381000","609727094","329284354","280442740","225733603","224582013","103550751","88795814","641669372","26286889","32251135","51567550","Grant Thornton LLP"
"MCG Health Systems, Inc. Dba Georgia Regents Health System","Augusta","GA","South","Not-For-Profit","2015","579475353","-504779","543364675","579980132","15372173","7716853","46403000","599514736","316418178","283096558","224976876","197390959","91441302","77875232","595352305","35350826","30022731","45394904",""
"MCG Health Systems, Inc. Dba Georgia Regents Health System","Augusta","GA","South","Not-For-Profit","2014","548076898","5896724","509921136","542180174","14449264","6145316","40217000","589884298","306063280","283821018","217343525","211371101","88719755","77171987","556629438","39724360","30612716","45061980",""
"MCG Health Systems, Inc. Dba Georgia Regents Health System","Augusta","GA","South","Not-For-Profit","2013","521222333","23067889","491692466","498154444","37950935","5229308","61675000","562166897","283840668","278326229","200023348","190095117","83817320","65146080","536105379","","","",""
"MCG Health Systems, Inc. Dba Georgia Regents Health System","Augusta","GA","South","Not-For-Profit","2012","470270534","-13006322","468373955","483276856","27114095","5168776","54355000","551217726","296698174","254519552","216749211","184951803","79948963","59597612","510390951","","","",""
"MCG Health Systems, Inc. Dba Georgia Regents Health System","Augusta","GA","South","Not-For-Profit","2011","483604382","15384945","448872489","468219437","22781060","4333294","45698000","493879146","225934526","267944620","151548474","160831661","74386052","53142694","491000497","","","",""
"McLaren Health Care Corp. (MI)","Flint","MI","Midwest","Not-For-Profit","2017","3971551000","300751000","2671931000","3658608000","157901000","17253000","105334000","3525141000","1718663000","1806478000","1154031000","953455000","564632000","227896000","3828701000","615234000","110973000","286127000",""
"McLaren Health Care Corp. (MI)","Flint","MI","Midwest","Not-For-Profit","2016","3792157000","225909000","2576102000","3566248000","144239000","17772000","120284000","3270477000","1888495000","1381982000","1345252000","893557000","543243000","219870000","3710487000","553423000","108690000","270701000",""
"McLaren Health Care Corp. (MI)","Flint","MI","Midwest","Not-For-Profit","2015","3328266000","-5158000","2423429000","3333424000","94462000","21111000","98571000","2941059000","1678052000","1263007000","1102937000","805288000","575115000","217170000","3427886000","455499000","106484000","222057000",""
"McLaren Health Care Corp. (MI)","Flint","MI","Midwest","Not-For-Profit","2014","3068488000","234104000","2129801000","2834384000","68637000","23461000","122093000","2931174000","1506740000","1424434000","1040687000","706304000","466053000","267677000","2903021000","348314000","95408000","187506000",""
"McLaren Health Care Corp. (MI)","Flint","MI","Midwest","Not-For-Profit","2013","2598060000","185544000","1875229000","2412516000","65544000","24945000","117089000","2504367000","1283078000","1221289000","921730000","561527000","361348000","220135000","2478060000","261374000","93379000","183868000",""
"McLaren Health Care Corp. (MI)","Flint","MI","Midwest","Not-For-Profit","2012","2405852000","243369000","1914559000","2162483000","60153000","25988000","114105000","2400462000","1529477000","870985000","1148213000","599785000","381264000","249959000","2222636000","","","",""
"McLaren Health Care Corp. (MI)","Flint","MI","Midwest","Not-For-Profit","2011","2044833000","31308000","1701284000","2013525000","51054000","25656000","109516000","2065638000","1396656000","668982000","1061802000","559941000","334854000","185363000","2064579000","","","",""
"McLeod Health (SC)","Florence","SC","South","Not-For-Profit","2017","1205223000","145544000","1046609000","1059679000","43350000","14073000","227494000","1872582000","458139000","1414443000","286701000","200370000","171438000","131341000","1103029000","26591000","59486000","116909000",""
"McLeod Health (SC)","Florence","SC","South","Not-For-Profit","2016","1075756000","131956000","962482000","943800000","69844000","14167000","296787000","1726682000","459085000","1267597000","293637000","171369000","165448000","113856000","1013644000","22400000","54481000","138492000","KPMG"
"McLeod Health (SC)","Florence","SC","South","Not-For-Profit","2015","899277000","59671000","874832000","839606000","82118000","14571000","258312000","1580660000","449023000","1131637000","302979000","159362000","146044000","107324000","921724000","22445000","51268000","147957000","KPMG"
"McLeod Health (SC)","Florence","SC","South","Not-For-Profit","2014","889089000","123387000","778693000","765702000","58606000","15260000","212896000","1490073000","423205000","1066868000","310379000","157324000","112826000","90622000","824308000","41714000","52845000","126711000","KPMG"
"McLeod Health (SC)","Florence","SC","South","Not-For-Profit","2013","864720000","136047000","742992000","728673000","53478000","14922000","156371000","1387158000","446347000","940811000","322339000","132684000","124008000","89473000","782151000","19083000","44894000","113294000",""
"McLeod Health (SC)","Florence","SC","South","Not-For-Profit","2012","782793000","120416000","681442000","662377000","45348000","14620000","149141000","1270993000","467685000","803308000","349111000","171184000","118574000","84435000","707725000","","","",""
"McLeod Health (SC)","Florence","SC","South","Not-For-Profit","2011","589832880","24852303","592800111","564980577","45712403","11485951","117292509","1029086474","380470739","648615735","283544537","105447277","96926202","69652166","610692980","","","",""
"MedAmerica Health Systems (OH)","Dayton","OH","Midwest","Not-For-Profit","2014","935215000","10198000","924426000","925017000","48637000","10480000","13843000","1661811000","872679000","789132000","716126000","267504000","156553000","153179000","973654000","67752000","77380000","136497000",""
"MedAmerica Health Systems (OH)","Dayton","OH","Midwest","Not-For-Profit","2013","1001074000","78576000","883340000","922498000","14786000","10729000","15407000","1642281000","742613000","899668000","619353000","265349000","123260000","140023000","937284000","66958000","80323000","105838000",""
"MedAmerica Health Systems (OH)","Dayton","OH","Midwest","Not-For-Profit","2012","963081000","53321000","885094000","909760000","37355000","12972000","19539000","1550326000","826390000","723936000","706166000","249553000","120224000","158526000","947115000","29243000","75566000","125893000",""
"MedAmerica Health Systems (OH)","Dayton","OH","Midwest","Not-For-Profit","2011","881315000","24979000","861007000","856336000","44939000","14309000","20872000","1472655000","765445000","707210000","645099000","231291000","120346000","130488000","901275000","42459000","68658000","127906000",""
"MedCentral Health System (OH)","Mansfield","OH","Midwest","Not-For-Profit","2013","254767139","3864053","230776976","250903086","-12003681","1449859","18857894","265669036","82461451","183207585","39789234","56557897","42672217","31168295","238899405","","30739000","",""
"MedCentral Health System (OH)","Mansfield","OH","Midwest","Not-For-Profit","2012","262741263","172728","245808216","262568535","-6842505","1631086","16642074","256774873","86787312","169987561","48025031","59830893","38762281","31800737","255726030","","","",""
"MedCentral Health System (OH)","Mansfield","OH","Midwest","Not-For-Profit","2011","250237279","-3150304","238286352","253387583","-5691559","2184043","16362550","261007125","86178842","174828283","46164750","62027178","40014092","38467521","247696024","","","",""
"Medical College of Wisconsin (The)","Milwaukee","WI","Midwest","Not-For-Profit","2017","1156259000","138429000","387274000","1048418000","34384000","6242000","19027000","2250804000","585267000","1665537000","335615000","200312000","249652000","45607000","1052214000","78141000","30068000","70694000",""
"Medical College of Wisconsin (The)","Milwaukee","WI","Midwest","Not-For-Profit","2016","950723000","1844000","375960000","919807000","45202000","6862000","15181000","2000960000","559449000","1441511000","348012000","346189000","213950000","44864000","994081000","82139000","28656000","80720000","KPMG"
"Medical College of Wisconsin (The)","Milwaukee","WI","Midwest","Not-For-Profit","2015","984928000","65121000","366647000","919807000","66552000","8133000","15837000","1918334000","444288000","1474046000","235225000","304048000","209063000","44206000","986359000","93327000","28662000","103347000","KPMG"
