"a_Name","Year","Total_Revenue","NPR","HMA_System_Name","HMA_Member"
"Southwest Community Health System (CT)","2014",330652000,309239000,NA,NA
"Southwest Louisiana Health Care System, Inc., d/b/a Lake Charles
Memorial Health System","2014",309900000,295572000,NA,NA
"Sparrow Health System (MI)","2014",1164840000,835449000,NA,NA
"Spartanburg Regional Healthcare System (SC)","2014",981635000,872296000,NA,NA
"Spectrum Health (MI)","2014",4302432000,1868625000,"Spectrum Health","Y"
"SSM Health Care (MO)","2014",4897547000,3361142000,"SSM Health","Y"
"St Luke's Health Corporation (MO)","2014",480554000,449317000,NA,NA
"St. Alexius Medical Center (IL)","2014",316262636,293399026,NA,NA
"St. Anthony’s Medical Center and Affiliates","2014",482366000,443574000,NA,NA
"St. Charles Health System (OR)","2014",648674000,546907000,NA,NA
"St. Clair Health Corporation (PA)","2014",302310000,269354000,NA,NA
"St. Elizabeth Healthcare (KY)","2014",1079924000,1018966000,NA,NA
"St. George Corporation (owner of Palos Community Hospital) (IL)","2014",433541000,349938000,NA,NA
"St. Joseph's Candler Health System (GA)","2014",468825791,424601328,NA,NA
"St. Joseph's Healthcare Systems (NJ)","2014",757503000,672227000,NA,NA
"St. Joseph's Hospital Health Center (NY)","2014",621358913,588602811,NA,NA
"St. Luke's Health System (ID)","2014",1637750000,1594812000,NA,NA
"St. Luke's University Health Network (PA)","2014",1177614941,1112101032,NA,NA
"Stamford Health, Inc. (CT)","2014",529909000,496037000,NA,NA
"Stanford Health care (CA)","2014",3151933000,2839389000,"Stanford Health Care","Y"
"Steward Health Care System, LLC (MA)","2014",2909588927.54618,2567192623.13375,NA,NA
"Stormont-Vail Healthcare (KS)","2014",564795442,532551835,NA,NA
"Summa Health System (OH)","2014",1474286000,817496000,"Summa Health System","Y"
"SunLink Health Systems, Inc. (GA)","2014",105085000,105430000,NA,NA
"Susquehanna Health System (PA)","2014",537490470,498489088,NA,NA
"Sutter Health (CA)","2014",1.02e+10,8.836e+09,"Sutter Health","Y"
"Swedish Covenant Hospital (IL)","2014",298842000,241851000,NA,NA
"SwedishAmerican Hospital and Subsidiary (IL)","2014",462213000,397711000,NA,NA
"Tallahassee Memorial Healthcare (FL)","2014",548052083,533630700,NA,NA
"Tanner Health System (GA)","2014",401343198,372573239,NA,NA
"Temple University Health System (PA)","2014",1420017000,1320944000,NA,NA
"Tenet Healthcare Corporation (TX)","2014",1.5815e+10,1.6603e+10,"Tenet Healthcare","Y"
"Texas Children's Hospital","2014",2678086000,1530616000,NA,NA
"Texas Health Resources","2014",4316361000,3861363000,"Texas Health Resources","Y"
"The Carle Foundation (IL)","2014",2135393000,709757000,NA,NA
"ThedaCare, Inc. (WI)","2014",868344000,759827000,NA,NA
"Thomas Health System, Inc. (WV)","2014",275966201,268147124,NA,NA
"Tift County Hospital Authority","2014",306015000,287897000,NA,NA
"Torrance Health Association (CA)","2014",518474000,434162000,NA,NA
"Touro Infirmary (LA)","2014",295283000,271910000,NA,NA
"TriHealth","2014",1297209429,1155755275,"TriHealth","Y"
"Trinitas Regional Medical Center (NJ)","2014",306992598,211310454,NA,NA
"Trinity-Mother Frances Hospitals And Clinics (TX)","2014",702586736.7,630216744.7,NA,NA
"Trinity Health (CHE Trinity) (MI)","2014",14002001000,11600864000,"Trinity Health","N"
"Trinity Hospital Holding Company (OH)","2014",228641078,215878598,NA,NA
"Tufts Medical Center (MA)","2014",927955000,723161000,NA,NA
"UAB (University of Alabama Birmingham) Health System","2014",1438708000,1207339000,"UAB Medicine","Y"
"UC Health (OH)","2014",1377077000,1188227000,NA,NA
"UF Health Shands","2014",1226299000,1177446000,"UF Health Shands","Y"
"UMass Memorial Health Care (MA)","2014",2259223000,2108098000,NA,NA
"Union Hospital Inc (IN)","2014",410331431,406710789,NA,NA
"United Health Services, Inc. (NY)","2014",523521495,499436144,NA,NA
"United Surgical Partners International (TX)","2014",652632000,523153000,NA,NA
"UnityPoint Health a/k/a Iowa Health System and Subsidiaries","2014",4151272000,3253521000,"UnityPoint Health","Y"
"Universal Health Services, Inc. (PA)","2014",8205088000,8205088000,NA,NA
"University Health Care System (GA)","2014",528797676,482049704,NA,NA
"University Health System, Inc. (TN)","2014",719057684,666481518,NA,NA
"University Hospitals (OH)","2014",3131566000,2746347000,"University Hospitals","Y"
"University of California - Davis","2014",1575897000,1559516000,NA,NA
"University of California - Irvine","2014",877835000,861988000,NA,NA
"University of California - Los Angeles","2014",1967939000,1914604000,"UCLA Health","Y"
"University of California - San Diego","2014",1290054000,1228648000,NA,NA
"University of California - San Francisco","2014",2412673000,2308685000,"University of California, San Francisco","Y"
"University of California Health System","2014",8579048000,8231264000,NA,NA
"University of Chicago Medicine (IL)","2014",1549197000,1353926000,"University of Chicago Medical Center","Y"
"University of Colorado Health","2014",2726404000,2549257000,NA,NA
"University of Iowa Hospitals and Clinics","2014",1234826000,1139952000,NA,NA
"University of Maryland Medical System","2014",3204533000,2916834000,"University of Maryland Medical System","N"
"University of Missouri Health Care","2014",747156000,712342000,NA,NA
"University of Pennsylvania Health System","2014",4086401000,3711454000,NA,NA
"University of Rochester Medical Center (Strong Memeorial Hospital (NY)","2014",1410922271,1273608159,"University of Rochester Medical Center","N"
"University of Utah Health Care","2014",1275869000,1093658000,NA,NA
"University of Vermont Health Network Formerly known as Fletcher Allen Health Care Inc (VT)","2014",1582959000,1412767000,NA,NA
"University of Wisconsin Hospitals & Clinics Authority","2014",1364024000,1327707000,NA,NA
"UPMC (PA)","2014",11793338000,5776872000,"UPMC","Y"
"USMD Holdings (TX)","2014",303230000,183932000,NA,NA
"UTHealth","2014",969954391.22,297921729.52,"UTHealth","Y"
"UVMC (OH)","2014",179325000,167212000,NA,NA
"Vail Health Services (CO)","2014",228617961,206045567,NA,NA
"Valley Health System (VA)","2014",760415000,703421000,NA,NA
"Verity Health System of California, Inc., (Daughters of Charity Health System)","2014",1410361000,1093436000,NA,NA
"Vidant Health (University Health Systems of Eastern Carolina) (NC)","2014",1596367000,1513019000,NA,NA
"Village Improvement Association of Doylestown (PA)","2014",274243142,240926544,NA,NA
"Virginia Commonwealth University Heath System Authority","2014",2406822845,1494386847,NA,NA
"Virginia Hospital Center Arlington Health System","2014",464919446,428514478,NA,NA
"Virtua Health (NJ)","2014",1318386000,1191380000,"Virtua","Y"
"Wake Forest Baptist Medical Center (NC)","2014",2112151000,1541327000,NA,NA
"WakeMed Health & Hospitals (NC)","2014",1066273000,1002749000,NA,NA
"Washington Hospital Healthcare System (Washington Township) (CA)","2014",462619000,445902000,NA,NA
"Wayne Health Corp (NC)","2014",229460585,216080527,NA,NA
"Wellmont Health System (TN)","2014",775735000,743266000,NA,NA
"WellSpan Health (PA)","2014",1658333000,1364801000,"WellSpan Health","Y"
"WellStar Health System (GA)","2014",1708481000,1600977000,NA,NA
"West Georgia Medical Center, Inc. and Affiliates","2014",183058297,173942138,NA,NA
"West Virginia United Health System, Inc.","2014",1549343000,1466978000,NA,NA
"Westchester County Healthcare Corporation (NY)","2014",1039811609,1025476316,NA,NA
"Western Connecticut Health Network","2014",1337377054,988355000,NA,NA
"Western Maryland Health System","2014",308420000,293355000,NA,NA
"Wheaton Franciscan Healthcare (WI)","2014",1805007000,1547601000,NA,NA
"White Plaines Hospital Medical Center (NY)","2014",426829504,403075673,NA,NA
"Woman's (The) Hospital Foundation (LA)","2014",265336885,236169325,NA,NA
"Wyoming Medical Center","2014",202458195,189364631,NA,NA
"Yale New Haven Health System (CT)","2014",3428875000,3287692000,"Yale New Haven Health","Y"
"Yavapai Regional (AZ)","2014",252322496,274553401,NA,NA
"Yuma Regional Medical Center and Affiliates (AZ)","2014",364534640,336904385,NA,NA
"Abington Health (PA)","2015",837425594,756118145,NA,NA
"Acadia Healthcare Company, Inc. (TN)","2015",1794603000,1794492000,NA,NA
"Adena Health System (OH)","2015",421482179,432087086,NA,NA
"Adventist Health System (FL)","2015",8984784000,8788086000,"Adventist Health System (FL)","Y"
"Adventist Health West (CA)","2015",3688972000,3295765000,"Adventist Health (CA)","Y"
"Adventist HealthCare (MD)","2015",741070083,699914632,NA,NA
"Advocate Aurora Health","2015",10051005000,9179575000,"Advocate Aurora Health","Y"
"Agnesian HealthCare (WI)","2015",456731000,437437000,NA,NA
"Albany Medical Center Hospital (NY)","2015",1172055000,1057769000,NA,NA
"Albert Einstein Healthcare Network (PA)","2015",1078232000,1051958000,NA,NA
"Allina Health (MN)","2015",3778392000,3522447000,NA,NA
"Altru Health System (ND)","2015",528611063,489157383,NA,NA
"AnMed Health (SC)","2015",486478047,487052452,NA,NA
"Anne Arundel Health System (MD)","2015",587286000,605225000,NA,NA
"Antelope Valley Healthcare District (CA)","2015",400512860,394261397,NA,NA
"Archbold Medical Center (GA)","2015",345426011,346567016,NA,NA
"Asante Health System (OR)","2015",710963000,706403000,NA,NA
"Ascension Health (MO)","2015",20330869000,18756607000,"Ascension","Y"
"Ashland Hospital Corporation d/b/a King's Daughters Medical Center (KY)","2015",440032211,436105081,NA,NA
"Athens Regional Health Services (GA)","2015",469925630,423610697,NA,NA
"Atlantic Health System","2015",2273836000,1994142000,"Atlantic Health System","Y"
"Augusta Healthcare (VA)","2015",286693670,300375553,NA,NA
"Avera Health (SD)","2015",1653541000,1445323000,"Avera Health","Y"
"Banner Health (AZ)","2015",6947305000,5679225000,"Banner Health","Y"
"Baptist Health (AR)","2015",983799000,912466000,NA,NA
"Baptist Health Care Corporation (FL)","2015",719931000,483563000,NA,NA
"Baptist Health South Florida","2015",2201224210,2284781864,"Baptist Health South Florida","Y"
"Baptist Health System, Inc. FL","2015",1504615000,1446329000,NA,NA
"Baptist Healthcare System, Inc. and Affiliates (KY)","2015",2127714000,1922477000,NA,NA
"Baptist Memorial Health Care Corp. (TN)","2015",2045346000,1908444000,NA,NA
"Barnabas Health (NJ)","2015",3242841000,2947531000,NA,NA
"Baxter Regional Health System (AR)","2015",173935848,168201011,NA,NA
"Bay Health Medical Center (DE)","2015",567106900,533563252,NA,NA
"BayCare Health System (FL)","2015",3286624000,3208298000,"BayCare Health System","Y"
"Baylor Scott & White Health (TX)","2015",7441946000,6394126000,"Baylor Scott & White Health","Y"
"Baystate Health System, Inc. (MA)","2015",2182444000,1222042000,NA,NA
"Beacon Health System (IN)","2015",890129000,861899000,NA,NA
"Beaumont Health System (MI)","2015",3983791000,3884785000,"Beaumont Health","Y"
"Beebe Medical Center (DE)","2015",343982311,335634731,NA,NA
"Beloit Health System (WI)","2015",219735855,209551618,NA,NA
"Benefis Health System (MT)","2015",415691962,385938773,NA,NA
"Berkshire Health Systems, Inc. (MA)","2015",550520086,497044371,NA,NA
"Beth Israel Deaconess Medical Center","2015",2346394000,1967055000,"Beth Israel Deaconess Medical Center","Y"
"Bethesda Healthcare System (FL)","2015",293339751,284403642,NA,NA
"Bexar County Hospital District d/b/a University Health System (TX)","2015",1409574000,693220000,NA,NA
"BJC HealthCare (MO)","2015",4153600000,4.09e+09,"BJC HealthCare","Y"
"Blanchard Valley Health System (OH)","2015",302477000,300721000,NA,NA
"Blount Memorial Hospital (TN)","2015",230474846,191869673,NA,NA
"Blue Ridge Healthcare (NC)","2015",267883549,247639521,NA,NA
"BMC Health System (Boston Medical Center) (MA)","2015",2871392000,904311000,NA,NA
"Boca Raton Regional Hospital (FL)","2015",420543432,403853888,NA,NA
"Bon Secours Health System, Inc. (MD)","2015",3439331000,3358282000,"Bon Secours Health System","Y"
"Boston Children's Hospital (MA)","2015",1966323000,1618900000,NA,NA
"Boulder Community Health (CO)","2015",345191682,300696338,NA,NA
"Bozeman Health Services (MT)","2015",266086142,236910179,NA,NA
"Bronx-Lebanon Hospital Center (NY)","2015",670398398,631302463,NA,NA
"Brookhaven Health Care Services Corporation (NY)","2015",268763802,261084754,NA,NA
"Broward Health dba North Broward Hospital District (FL)","2015",1121262000,967843000,NA,NA
"Butler Health System (PA)","2015",283615940,287067749,NA,NA
"Campbell County Hospital District (WY)","2015",172743135,143209518,NA,NA
"Cape Cod Healthcare, Inc. (MA)","2015",786848786,759805518,NA,NA
"Cape Fear Valley Health Systems (dba Cumberland County Hospital System) (NC)","2015",6.91e+08,664839000,NA,NA
"Capital Region Medical Center (MO)","2015",166727780,160884355,NA,NA
"Care New England System (RI)","2015",1111889930,1023112177,NA,NA
"CareGroup (MA)","2015",2989397000,2572253000,NA,NA
"Carilion Clinic (VA)","2015",1501631000,1399652000,"Carilion Clinic","Y"
"Carolinas HealthCare System (NC)","2015",5371991000,4948438000,"Atrium Health","Y"
"Caromont Health (NC)","2015",530066131,499981333,NA,NA
"Carson Tahoe Health System (NV)","2015",281779000,276346000,NA,NA
"Catholic Health Initiatives (CO)","2015",14766238000,13366493000,"Catholic Health Initiatives","N"
"Catholic Health Services of Long Island (NY)","2015",2307610000,2132637000,NA,NA
"Catholic Health System (NY)","2015",1036595000,1003597000,NA,NA
"Cedars-Sinai Medical Center (CA)","2015",3342415000,3009835000,"Cedars-Sinai","Y"
"Centegra Health System (IL)","2015",471536000,423734000,NA,NA
"CentraCare Health (MN)","2015",1135303023,1099383163,NA,NA
"Central Florida Health Alliance","2015",404251000,380204000,NA,NA
"Central Washington Hospital & Clinics","2015",273144000,300251000,NA,NA
"CentraState Healthcare System (NJ)","2015",269374000,269366000,NA,NA
"Charleston Area Medical Center Health System, Inc. (WV)","2015",981104000,946389000,NA,NA
"Children's Health Services of Texas dba Children's Medical Center of Dallas","2015",1289297000,1206657000,NA,NA
"Children's Healthcare of Atlanta (GA)","2015",1421276000,1352895000,NA,NA
"Children's Healthcare of California","2015",650600000,554361000,NA,NA
"Children's Hospital and Clinics of Minnesota","2015",818578000,785795000,NA,NA
"Children's Hospital And Health System (WI)","2015",942100000,619557000,NA,NA
"Children's Hospital Colorado Health System","2015",943453000,908163000,NA,NA
"Children's Hospital Los Angeles (CA)","2015",1035707000,829344000,NA,NA
"Children's Hospital Medical Center (OH)","2015",743636000,667700000,NA,NA
"Children's Hospital of Alabama","2015",672705358,650051359,NA,NA
"Children's Hospital of Omaha (NE)","2015",369206000,366420000,NA,NA
"Children's Hospital of Philadelphia (The) (PA)","2015",2450811000,2024650000,NA,NA
"Children's Mercy Hospital (MO)","2015",1145099000,955661000,NA,NA
"Children’s Hospital of Chicago Medical Center and Affiliated Corporations dba Ann & Robert Lurie Children's Hospital of Chicago (IL)","2015",834448376,725751759,NA,NA
"Christ Hospital Health Network (The) (OH)","2015",836936000,787240000,NA,NA
"Christiana Care Health Services (DE)","2015",1703948336,1587494204,"Christiana Care Health System","Y"
"CHRISTUS Health (TX)","2015",3579718000,3233738000,"CHRISTUS Health","N"
"Cincinnati Children's Hospital Medical Center (OH)","2015",2206470000,1527936000,NA,NA
"Circle Health, Inc (MA)","2015",462504975,453799777,NA,NA
"Cleveland Clinic Health System (OH)","2015",7254039000,6481179000,"Cleveland Clinic","Y"
"CMC (Catholic Medical Center ) Healthcare System (NH)","2015",332218276,316580493,NA,NA
"Columbus Regional Healthcare System (GA)","2015",410711063,385182692,NA,NA
"Columbus Regional Hospital (IN)","2015",325621115,342634812,NA,NA
"Comanche County Memorial Hospital (OK)","2015",253271220,245510913,NA,NA
"Community Health Network (IN)","2015",2040685000,1966024000,NA,NA
"Community Health Systems (TN)","2015",1.8475e+10,1.9437e+10,NA,NA
"Community Memorial Health System (CA)","2015",371536191,356005655,NA,NA
"Concord Hospital (NH)","2015",462067000,421733000,NA,NA
"Cone Health aka Moses H. Cone Health (NC)","2015",1534584000,1486715000,"Cone Health","Y"
"Conway Hospital (SC)","2015",194444075,184228258,NA,NA
"Cook Children's Health Care System (TX)","2015",1284027000,931882000,NA,NA
"Cooper Health System (NJ)","2015",1041354000,985974000,NA,NA
"Cottage Health System (CA)","2015",731967802,739954114,NA,NA
"Covenant Health Systems, Inc (MI)","2015",584555000,546986000,NA,NA
"CoxHealth (MO)","2015",1239077142,1101631761,"CoxHealth","Y"
"Crozer-Keystone Health System (PA)","2015",768183000,710476000,NA,NA
"Dana Farber Cancer Center (MA)","2015",1196762000,773222000,NA,NA
"Dartmouth-Hitchcock (NH)","2015",1640267000,1380559000,"Dartmouth-Hitchcock Medical Center","Y"
"DCH Health Authority aka DCH Health System (AL)","2015",515220719,478538424,NA,NA
"Deaconess Health System (IN)","2015",871770041,826686688,NA,NA
"Decatur Hospital Authority dba Wise Regional Health System (TX)","2015",322625914,311476507,NA,NA
